date,value
2023-11-16,4.879
2023-11-17,4.8964
2023-11-20,4.8652
2023-11-21,4.8933
2023-11-22,4.8885
2023-11-23,
2023-11-24,4.899
2023-11-27,4.9058
2023-11-28,4.8614
2023-11-29,4.8962
2023-11-30,4.9297
2023-12-01,4.886
2023-12-04,4.9293
2023-12-05,4.9483
2023-12-06,4.8987
2023-12-07,4.9042
2023-12-08,4.9324
2023-12-11,4.9404
2023-12-12,4.9635
2023-12-13,4.9721
2023-12-14,4.8976
2023-12-15,4.9391
2023-12-18,4.9363
2023-12-19,4.8638
2023-12-20,4.8906
2023-12-21,4.8742
2023-12-22,4.8579
2023-12-25,
2023-12-26,4.826
2023-12-27,4.8321
2023-12-28,4.8514
2023-12-29,4.8521
2024-01-01,
2024-01-02,4.8943
2024-01-03,4.9239
2024-01-04,4.9143
2024-01-05,4.8744
2024-01-08,4.8745
2024-01-09,4.8956
2024-01-10,4.8929
2024-01-11,4.8838
2024-01-12,4.8536
2024-01-15,
2024-01-16,4.9163
2024-01-17,4.928
2024-01-18,4.944
2024-01-19,4.928
2024-01-22,4.9815
2024-01-23,4.9744
2024-01-24,4.919
2024-01-25,4.9272
2024-01-26,4.9135
2024-01-29,4.9422
2024-01-30,4.9627
2024-01-31,4.939
2024-02-01,4.9195
2024-02-02,4.97
2024-02-05,5.0018
2024-02-06,4.9539
2024-02-07,4.9628
2024-02-08,4.994
2024-02-09,4.9678
2024-02-12,4.9536
2024-02-13,4.9536
2024-02-14,4.9653
2024-02-15,4.9739
2024-02-16,4.9702
2024-02-19,
2024-02-20,4.9324
2024-02-21,4.9276
2024-02-22,4.9408
2024-02-23,4.976
2024-02-26,4.989
2024-02-27,4.9423
2024-02-28,4.952
2024-02-29,4.971
2024-03-01,4.9483
2024-03-04,4.9428
2024-03-05,4.9565
2024-03-06,4.9351
2024-03-07,4.9319
2024-03-08,4.9766
2024-03-11,4.9678
2024-03-12,4.982
2024-03-13,4.9763
2024-03-14,4.9812
2024-03-15,4.9948
2024-03-18,5.0194
2024-03-19,5.0214
2024-03-20,5.0041
2024-03-21,4.9785
2024-03-22,4.9872
2024-03-25,4.9859
2024-03-26,4.991
2024-03-27,4.9756
2024-03-28,5.0042
2024-03-29,5.0153
2024-04-01,5.067
2024-04-02,5.0528
2024-04-03,5.0621
2024-04-04,5.0086
2024-04-05,5.0638
2024-04-08,5.0292
2024-04-09,5.0049
2024-04-10,5.0736
2024-04-11,5.0763
2024-04-12,5.1374
2024-04-15,5.1791
2024-04-16,5.2679
2024-04-17,5.2401
2024-04-18,5.2567
2024-04-19,5.2103
2024-04-22,5.209
2024-04-23,5.1919
2024-04-24,5.157
2024-04-25,5.1643
2024-04-26,5.1143
2024-04-29,5.1169
2024-04-30,5.1764
2024-05-01,5.1936
2024-05-02,5.1131
2024-05-03,5.072
2024-05-06,5.0648
2024-05-07,5.0656
2024-05-08,5.0645
2024-05-09,5.1568
2024-05-10,5.1545
2024-05-13,5.1605
2024-05-14,5.1348
2024-05-15,5.1298
2024-05-16,5.1277
2024-05-17,5.1155
2024-05-20,5.097
2024-05-21,5.1123
2024-05-22,5.146
2024-05-23,5.15
2024-05-24,5.1491
2024-05-27,
2024-05-28,5.1541
2024-05-29,5.203
2024-05-30,5.2034
2024-05-31,5.2413
2024-06-03,5.2345
2024-06-04,5.2887
2024-06-05,5.2824
2024-06-06,5.2549
2024-06-07,5.2731
2024-06-10,5.3645
2024-06-11,5.3529
2024-06-12,5.392
2024-06-13,5.3777
2024-06-14,5.3559
2024-06-17,5.4173
2024-06-18,5.4054
2024-06-19,
2024-06-20,5.4471
2024-06-21,5.4539
2024-06-24,5.4025
2024-06-25,5.4358
2024-06-26,5.5081
2024-06-27,5.5295
2024-06-28,5.5596
2024-07-01,5.5887
2024-07-02,5.6768
2024-07-03,5.5724
2024-07-04,
2024-07-05,5.4802
2024-07-08,5.4587
2024-07-09,5.4316
2024-07-10,5.403
2024-07-11,5.4265
2024-07-12,5.4559
2024-07-15,5.4383
2024-07-16,5.4566
2024-07-17,5.4769
2024-07-18,5.5395
2024-07-19,5.5569
2024-07-22,5.5485
2024-07-23,5.5685
2024-07-24,5.6352
2024-07-25,5.6254
2024-07-26,5.6551
2024-07-29,5.6514
2024-07-30,5.6543
2024-07-31,5.6628
2024-08-01,5.6935
2024-08-02,5.7359
2024-08-05,5.7496
2024-08-06,5.6409
2024-08-07,5.6
2024-08-08,5.6012
2024-08-09,5.5099
2024-08-12,5.5058
2024-08-13,5.4867
2024-08-14,5.4577
2024-08-15,5.461
2024-08-16,5.4751
2024-08-19,5.4048
2024-08-20,5.4727
2024-08-21,5.4737
2024-08-22,5.5675
2024-08-23,5.5102
2024-08-26,5.498
2024-08-27,5.5043
2024-08-28,5.5351
2024-08-29,5.6355
2024-08-30,5.6193
2024-09-02,
2024-09-03,5.649
2024-09-04,5.6403
2024-09-05,5.5924
2024-09-06,5.5884
2024-09-09,5.6042
2024-09-10,5.6483
2024-09-11,5.6481
2024-09-12,5.6499
2024-09-13,5.5495
2024-09-16,5.5104
2024-09-17,5.5013
2024-09-18,5.4825
2024-09-19,5.4048
2024-09-20,5.4895
2024-09-23,5.5353
2024-09-24,5.466
2024-09-25,5.4809
2024-09-26,5.4332
2024-09-27,5.4318
2024-09-30,5.4509
2024-10-01,5.4451
2024-10-02,5.4363
2024-10-03,5.4916
2024-10-04,5.4585
2024-10-07,5.4859
2024-10-08,5.5297
2024-10-09,5.5823
2024-10-10,5.5824
2024-10-11,5.6346
2024-10-14,
2024-10-15,5.6446
2024-10-16,5.6602
2024-10-17,5.6764
2024-10-18,5.6787
2024-10-21,5.7026
2024-10-22,5.6914
2024-10-23,5.7045
2024-10-24,5.7068
2024-10-25,5.7018
2024-10-28,5.7063
2024-10-29,5.7248
2024-10-30,5.778
2024-10-31,5.7887
2024-11-01,5.8292
2024-11-04,5.7707
2024-11-05,5.772
2024-11-06,5.7043
2024-11-07,5.7028
2024-11-08,5.7813
2024-11-11,
2024-11-12,5.7779
2024-11-13,5.8127
2024-11-14,5.7771
2024-11-15,5.7947
2024-11-18,5.7453
2024-11-19,5.7645
2024-11-20,5.7726
2024-11-21,5.8279
2024-11-22,5.804
2024-11-25,5.8115
2024-11-26,5.8089
2024-11-27,5.8721
2024-11-28,
2024-11-29,5.9956
2024-12-02,6.0741
2024-12-03,6.065
2024-12-04,6.033
2024-12-05,5.9745
2024-12-06,6.0739
2024-12-09,6.0648
2024-12-10,6.0549
2024-12-11,6.009
2024-12-12,6.0097
2024-12-13,6.0645
2024-12-16,6.0579
2024-12-17,6.1122
2024-12-18,6.1906
2024-12-19,6.1414
2024-12-20,6.0815
2024-12-23,6.1784
2024-12-24,6.1906
2024-12-25,
2024-12-26,6.157
2024-12-27,6.2021
2024-12-30,6.2013
2024-12-31,6.184
